Customer ID,Gender,Age,Number of Dependents,City,Tenure in Months,Avg Monthly Long Distance Charges,Streaming Movies,Streaming Music,Unlimited Data,Payment Method,Monthly Charge,Total Charges,Total Revenue,Customer Status
4661-NJEUX,Male,42,0,Portola Valley,1,3.23,,,,Credit Card,20.05,20.05,23.28,Joined
4662-EKDPQ,Male,44,0,San Diego,2,37.29,Yes,Yes,Yes,Bank Withdrawal,62.05,118.3,192.88,Churned
4664-NJCMS,Female,52,0,San Francisco,33,,Yes,Yes,Yes,Bank Withdrawal,59.55,2016.3,2016.3,Stayed
4667-OHGKG,Male,61,0,Summerland,1,49.2,,,,Credit Card,19.3,19.3,68.5,Churned
4667-QONEA,Female,72,0,Los Angeles,60,48.9,Yes,No,Yes,Credit Card,74.85,4456.35,7390.35,Stayed
4670-TABXH,Male,53,0,Hawthorne,72,22.95,Yes,Yes,Yes,Credit Card,109.75,7758.9,9411.3,Stayed
4671-LXRDQ,Male,44,0,Salyer,2,17.25,No,No,No,Credit Card,45,96.45,160.95,Churned
4671-VJLCL,Female,36,0,Los Angeles,63,12.82,No,No,Yes,Credit Card,79.85,4861.45,5669.11,Stayed
4672-FOTSD,Male,54,0,Dorris,12,45.8,No,No,Yes,Bank Withdrawal,67.25,832.3,1381.9,Stayed
4673-KKSLS,Female,56,0,Oakland,31,40.92,No,No,No,Bank Withdrawal,87.6,2724.25,4062.77,Stayed
4674-HGNUA,Male,57,3,Petrolia,71,31.33,Yes,Yes,Yes,Credit Card,89.9,6457.15,8681.58,Stayed
4676-MQUEA,Male,80,0,Laguna Beach,50,14.49,No,No,Yes,Bank Withdrawal,101.9,5265.5,5990,Stayed
4676-WLUHT,Male,51,0,Darwin,54,,Yes,Yes,Yes,Bank Withdrawal,46.2,2431.95,2431.95,Stayed
4678-DVQEO,Female,41,0,Bass Lake,1,34.04,No,No,Yes,Bank Withdrawal,52.2,52.2,86.24,Churned
4680-KUTAJ,Female,73,0,Beverly Hills,11,2.81,No,No,Yes,Bank Withdrawal,55.6,580.8,596.51,Stayed
4682-BLBUC,Male,19,0,La Crescenta,44,29.61,No,No,Yes,Bank Withdrawal,70.95,3250.45,4528.37,Stayed
4683-WYDOU,Male,54,0,Rancho Palos Verdes,62,34.62,Yes,Yes,Yes,Bank Withdrawal,107.6,6912.7,9059.14,Stayed
4685-ERGHK,Male,45,0,Gasquet,57,36.08,No,No,Yes,Bank Withdrawal,86.9,4939.25,6995.81,Stayed
4685-TFLLS,Male,39,3,Spreckels,18,45.18,,,,Bank Withdrawal,19.8,342.3,1155.54,Stayed
4686-GEFRM,Male,23,0,Pioneertown,70,45.24,Yes,Yes,Yes,Bank Withdrawal,98.7,6858.9,10025.7,Stayed
4686-UXDML,Female,24,0,Cutler,21,24.86,Yes,Yes,Yes,Credit Card,99.85,1992.55,2514.61,Stayed
4690-LLKUA,Male,68,0,San Diego,17,40.93,No,No,Yes,Bank Withdrawal,45.05,770.6,1466.41,Churned
4690-PKDQG,Female,66,0,San Diego,42,22.89,No,No,Yes,Bank Withdrawal,95.55,3930.6,4891.98,Stayed
4692-NNQRU,Female,49,0,Cloverdale,21,14.51,No,No,Yes,Bank Withdrawal,79.2,1742.45,2047.16,Stayed
4693-VWVBO,Female,60,0,Valley Springs,3,40.98,,,,Bank Withdrawal,19.55,61.05,183.99,Joined
4694-PHWFW,Female,26,3,San Francisco,8,45.87,,,,Mailed Check,19.95,170.9,537.86,Stayed
4695-VADHF,Male,53,0,Oakland,18,2.86,Yes,Yes,Yes,Bank Withdrawal,57.45,990.85,1026.6,Churned
4695-WJZUE,Female,68,0,Irvine,2,21.57,Yes,Yes,Yes,Bank Withdrawal,88.55,179.25,222.39,Churned
4697-LUPSU,Male,22,0,Grover Beach,2,38.41,,,,Credit Card,20.2,34.75,111.57,Joined
4698-KVLLG,Female,66,0,San Quentin,51,47.46,,,,Credit Card,19.6,967.9,3388.36,Stayed
4700-UBQMV,Male,42,3,Stockton,21,31.55,Yes,Yes,Yes,Bank Withdrawal,75.9,1549.75,2212.3,Stayed
4701-AHWMW,Male,30,0,Susanville,55,,Yes,Yes,No,Bank Withdrawal,54.55,2978.3,3028.3,Churned
4701-LKOZD,Female,64,0,Foresthill,70,29.53,Yes,Yes,No,Credit Card,89.75,6367.2,8544.3,Stayed
4701-MLJPN,Male,60,0,Fresno,31,1.53,No,No,No,Bank Withdrawal,55.25,1715.65,1773.08,Churned
4702-HDRKD,Male,30,0,Knights Landing,67,,No,No,Yes,Bank Withdrawal,49.35,3321.35,3321.35,Stayed
4702-IOQDC,Female,58,0,Gustine,1,46.17,No,No,Yes,Bank Withdrawal,70.1,70.1,116.27,Churned
4703-MQYKT,Male,43,0,Escondido,21,16.81,,,,Mailed Check,19.6,390.4,743.41,Stayed
4704-ERYFC,Female,19,0,Knights Landing,22,32.11,No,No,Yes,Bank Withdrawal,69.25,1554,2260.42,Churned
4706-AXVKM,Female,78,0,Stevenson Ranch,11,4.1,Yes,No,Yes,Credit Card,84.8,906.85,951.95,Churned
4706-DGAHW,Male,73,0,California Hot Springs,1,49.34,No,No,Yes,Bank Withdrawal,45.2,45.2,94.54,Joined
4707-MAXGU,Male,36,0,Canyon Country,72,36.03,,,,Credit Card,25.85,1872.2,4460.63,Stayed
4707-YNOQA,Female,57,1,Burnt Ranch,34,25.69,,,,Credit Card,25.6,917.15,1790.61,Stayed
4709-LKHYG,Female,23,0,Tarzana,29,27.72,,,,Bank Withdrawal,20,540.05,1343.93,Stayed
4710-FDUIZ,Male,50,0,Santa Ana,56,26.15,Yes,Yes,No,Credit Card,100.3,5614.45,7178.85,Churned
4710-NKCAW,Male,42,2,El Cajon,5,17.37,No,No,Yes,Credit Card,64.4,316.9,403.75,Stayed
4712-AUQZO,Male,53,0,Pinole,18,,No,No,Yes,Credit Card,33.6,550.35,550.35,Stayed
4712-UYOOI,Female,21,3,Santa Cruz,20,38.6,,,,Bank Withdrawal,20,417.65,1179.92,Stayed
4713-LZDRV,Female,80,0,Malibu,2,31.91,Yes,No,Yes,Bank Withdrawal,79.6,195.05,258.87,Churned
4713-ZBURT,Male,33,2,Brisbane,45,23.54,Yes,Yes,Yes,Bank Withdrawal,99.7,4634.35,5693.65,Stayed
4716-HHKQH,Male,68,0,Pomona,20,27.56,Yes,No,Yes,Bank Withdrawal,107.05,2172.05,2723.25,Stayed
4716-MRVEN,Female,30,0,Parlier,29,32.43,,,,Credit Card,20,599.3,1539.77,Stayed
4717-GHADL,Female,39,0,Callahan,50,48.45,Yes,Yes,Yes,Mailed Check,79.6,4024.2,6446.7,Stayed
4718-DHSMV,Female,22,0,Llano,11,,No,No,Yes,Credit Card,35.8,363.15,363.15,Stayed
4718-WXBGI,Male,21,1,Twain Harte,72,27.1,Yes,Yes,Yes,Credit Card,91.95,6614.9,8566.1,Stayed
4719-UMSIY,Male,52,2,Lake Arrowhead,6,15.5,,,,Mailed Check,19.65,100.9,193.9,Stayed
4720-VSTSI,Female,54,0,Monterey Park,44,40.17,No,No,Yes,Bank Withdrawal,84.8,3862.55,5630.03,Churned
4723-BEGSG,Male,35,0,Corona,72,12.12,Yes,Yes,Yes,Credit Card,-10,6094.25,6963.69,Stayed
4724-WXVWF,Male,28,0,Earp,48,4.15,Yes,Yes,Yes,Bank Withdrawal,95.4,4445.3,4644.5,Stayed
4726-DLWQN,Male,69,0,Live Oak,50,25.23,No,No,No,Bank Withdrawal,70.35,3454.6,4816.1,Stayed
4727-MCYZG,Male,23,0,Union City,1,33.32,Yes,Yes,No,Mailed Check,55.55,55.55,118.87,Joined
4729-XKASR,Male,56,3,San Jose,1,,No,No,Yes,Bank Withdrawal,24.75,24.75,24.75,Churned
4730-AWNAU,Male,59,0,Lower Lake,36,,Yes,Yes,Yes,Credit Card,60.7,2234.55,2234.55,Stayed
4732-RRJZC,Male,31,1,Bridgeville,7,39.98,,,,Credit Card,20.25,144.35,424.21,Stayed
4735-ASGMA,Male,55,0,Carnelian Bay,26,40.17,Yes,Yes,Yes,Bank Withdrawal,98.35,2515.3,3559.72,Churned
4735-BJKOU,Female,33,0,Los Angeles,40,8.36,,,,Mailed Check,20.15,804.85,1139.25,Stayed
4737-AQCPU,Male,39,0,Los Angeles,72,42.55,No,No,Yes,Credit Card,72.1,5016.65,8080.25,Stayed
4737-HOBAX,Male,51,0,Penngrove,63,10.07,Yes,Yes,Yes,Credit Card,79.8,5034.05,5668.46,Stayed
4741-WWJQZ,Female,49,0,Forestville,2,26.58,No,No,Yes,Bank Withdrawal,80.15,194.55,247.71,Joined
4742-DRORA,Male,59,0,Mecca,60,5.43,No,No,Yes,Bank Withdrawal,95.4,5812,6137.8,Stayed
4742-TXUEX,Female,24,3,Rialto,47,2.56,,,,Bank Withdrawal,19.3,890.5,1010.82,Stayed
4745-LSPLO,Male,22,0,San Diego,1,19.85,,,,Credit Card,20.5,20.5,40.35,Churned
4747-LCAQL,Male,28,0,Los Angeles,25,7.55,Yes,Yes,Yes,Credit Card,79,1902,2090.75,Stayed
4749-OJKQU,Female,36,0,San Jose,4,23.5,No,No,Yes,Bank Withdrawal,75.65,302.35,396.35,Stayed
4749-VFKVB,Female,47,0,Inverness,1,46.49,No,No,Yes,Credit Card,50.1,50.1,96.59,Churned
4750-UKWJK,Female,77,0,Gilroy,37,25.35,,,,Mailed Check,19.6,727.8,1665.75,Stayed
4750-ZRXIU,Female,68,0,Palo Alto,4,6.68,Yes,No,Yes,Bank Withdrawal,84.6,360.1,386.82,Churned
4751-ERMAN,Male,43,0,Gazelle,72,42.16,Yes,Yes,Yes,Bank Withdrawal,75.4,5480.25,8515.77,Stayed
4753-PADAS,Female,23,0,Bieber,67,25.46,Yes,Yes,Yes,Bank Withdrawal,105.7,6816.95,8522.77,Stayed
4759-PXTAN,Female,34,0,Potter Valley,59,20.27,Yes,Yes,Yes,Bank Withdrawal,80.1,4693.2,5889.13,Stayed
4759-TRPLW,Male,40,0,Long Beach,1,29.63,No,No,Yes,Bank Withdrawal,70.4,70.4,100.03,Churned
4760-THGOT,Female,33,0,San Jose,43,49.48,Yes,Yes,Yes,Bank Withdrawal,94.1,4107.3,6234.94,Stayed
4760-XOHVN,Female,54,2,Myers Flat,1,28.73,,,,Mailed Check,19.45,19.45,48.18,Churned
4763-PGDPO,Female,19,0,Sacramento,4,41.12,No,Yes,No,Bank Withdrawal,70.4,281,515.48,Churned
4765-OXPPD,Female,20,0,Ventura,9,6.35,No,No,Yes,Mailed Check,65,663.05,720.2,Churned
4767-HZZHQ,Male,32,3,Redondo Beach,30,6.19,No,No,No,Bank Withdrawal,82.05,2570.2,2875.9,Stayed
4770-QAZXN,Female,42,0,Tomales,13,46.3,,,,Credit Card,19.45,232.1,834,Stayed
4770-UEZOX,Male,19,0,Fallbrook,2,43.56,No,No,Yes,Bank Withdrawal,74.75,144.8,231.92,Joined
4774-HHGGS,Male,64,0,Janesville,30,11.38,,,,Credit Card,19.05,637.55,978.95,Stayed
4776-XSKYQ,Female,48,1,Laguna Hills,12,,No,No,Yes,Credit Card,30.25,368.85,368.85,Stayed
4778-IZARL,Male,46,0,New Cuyama,63,3.18,Yes,Yes,Yes,Credit Card,110.1,6705.7,6906.04,Stayed
4779-ZGICK,Male,39,1,Los Angeles,48,11.86,,,,Credit Card,23.55,1173.35,1742.63,Stayed
4781-ZXYGU,Male,25,2,Sausalito,1,18.63,,,,Bank Withdrawal,20.15,20.15,38.78,Joined
4782-OSFXZ,Female,72,0,Lodi,71,37.53,Yes,Yes,Yes,Bank Withdrawal,82.7,5831.2,8495.83,Stayed
4785-FCIFB,Female,20,0,Forest Falls,61,20.09,,,,Mailed Check,24.4,1417.9,2643.39,Stayed
4785-NKHCX,Male,65,0,O Neals,5,30.14,,,,Bank Withdrawal,20.05,94.15,244.85,Stayed
4785-QRJHC,Male,80,0,San Francisco,46,,Yes,No,No,Bank Withdrawal,59.9,2816.65,2966.65,Churned
4786-UKSNZ,Male,45,0,Clayton,1,11.25,,,,Credit Card,20.2,20.2,31.45,Churned
4789-KWMXN,Male,42,0,Tuolumne,47,19.02,Yes,Yes,Yes,Credit Card,110.85,5275.8,6164.81,Churned
4791-QRGMF,Male,33,0,Miranda,59,10.76,Yes,Yes,Yes,Bank Withdrawal,99.5,5961.1,6595.94,Churned
4795-KTRTH,Female,68,0,San Diego,5,47.28,No,No,No,Bank Withdrawal,81,371.65,577.41,Churned
4795-UXVCJ,Male,63,0,Gonzales,26,45.7,,,,Credit Card,19.8,457.3,1645.5,Stayed
4795-WRNVT,Female,32,0,Pomona,40,11.56,No,No,Yes,Credit Card,65.1,2586,3048.4,Stayed
4797-AXPXK,Female,64,2,Lompoc,1,43.48,No,No,No,Bank Withdrawal,60,60,113.48,Churned
4797-MIWUM,Male,22,3,Goleta,7,49.83,,,,Bank Withdrawal,20.25,174.7,523.51,Stayed
4800-CZMPC,Female,24,0,Delano,48,6.36,Yes,Yes,Yes,Credit Card,103.25,5037.55,5342.83,Churned
4800-VHZKI,Female,59,0,San Diego,1,36.63,,,,Credit Card,19.9,19.9,56.53,Churned
4801-JZAZL,Female,32,2,Angelus Oaks,11,,No,No,Yes,Bank Withdrawal,29.6,346.45,319.21,Stayed
4801-KFYKL,Male,28,3,Granada Hills,8,1.95,,,,Bank Withdrawal,19.45,159.2,174.8,Stayed
4803-AXVYP,Female,75,0,Butte City,38,47.39,Yes,No,Yes,Bank Withdrawal,99.55,3734.25,5535.07,Churned
4803-LBYPN,Male,44,1,Orange,34,44.54,,,,Credit Card,20.8,635.9,2104.19,Stayed
4804-NCPET,Male,32,3,Clearlake,19,31.7,,,,Credit Card,20.2,387.4,989.7,Stayed
4806-DXQCE,Female,77,0,Santa Monica,70,35.39,Yes,No,Yes,Bank Withdrawal,113.65,7714.65,10167.59,Stayed
4806-HIPDW,Female,64,0,Calimesa,1,21.65,No,No,Yes,Bank Withdrawal,68.95,68.95,90.6,Churned
4806-KEXQR,Male,27,0,Lockeford,4,43.06,Yes,Yes,Yes,Bank Withdrawal,79.9,324.3,496.54,Churned
4807-IZYOZ,Female,25,0,North Palm Springs,51,19.23,,,,Bank Withdrawal,20.65,1020.75,1982.16,Stayed
4808-YNLEU,Female,51,0,Maywood,35,24.53,No,No,Yes,Bank Withdrawal,62.15,2215.45,3074,Stayed
4811-JBUVU,Male,62,0,Sherman Oaks,30,31.97,Yes,Yes,Yes,Credit Card,89.9,2723.15,3682.25,Stayed
4813-HQMGZ,Female,54,0,Ducor,8,9.88,Yes,Yes,No,Bank Withdrawal,90.25,743.75,822.79,Stayed
4815-GBTCD,Female,55,0,Wishon,4,,No,No,Yes,Bank Withdrawal,25.15,99.95,99.95,Stayed
4815-TUMEQ,Female,25,0,Lynwood,10,45.42,,,,Credit Card,19.3,185.2,639.4,Stayed
4815-YOSUK,Male,22,2,Aliso Viejo,72,41.18,Yes,Yes,Yes,Credit Card,104.9,7537.5,10502.46,Stayed
4816-JBHOV,Male,72,0,Los Angeles,2,41.43,No,No,Yes,Bank Withdrawal,44.7,93.7,176.56,Churned
4816-LXZYW,Female,51,0,Long Beach,23,33.44,No,No,Yes,Bank Withdrawal,-7,1676.95,2446.07,Churned
4816-OKWNX,Male,38,1,Los Angeles,50,36.21,Yes,Yes,Yes,Bank Withdrawal,103.4,5236.4,7046.9,Stayed
4817-KEQSP,Female,43,2,Temecula,71,16.84,,,,Bank Withdrawal,19.85,1326.35,2521.99,Stayed
4817-QRJSX,Female,46,0,Clovis,10,49.5,No,No,Yes,Credit Card,81,818.05,1313.05,Churned
4817-VYYWS,Female,21,0,Silverado,30,11.73,Yes,Yes,Yes,Bank Withdrawal,100.2,2983.8,3335.7,Churned
4818-DRBQT,Male,29,0,Farmersville,29,26.03,No,No,Yes,Bank Withdrawal,80.15,2265.25,3020.12,Churned
4818-QIUFN,Female,69,0,Desert Hot Springs,20,11.82,No,No,Yes,Bank Withdrawal,79.15,1520.9,1757.3,Churned
4819-HJPIW,Male,32,0,Avery,18,,No,No,Yes,Credit Card,25.15,476.8,476.8,Stayed
4821-SJHJV,Female,25,3,Calipatria,32,48.49,No,No,Yes,Bank Withdrawal,89.6,2901.8,4453.48,Stayed
4821-WQOYN,Female,25,2,Little River,72,22.05,,,,Credit Card,20.1,1326.25,2913.85,Stayed
4822-LPTYJ,Male,38,0,Los Angeles,72,16.5,Yes,Yes,No,Bank Withdrawal,103.75,7346.2,8664.2,Stayed
4822-NGOCH,Female,60,0,Sacramento,13,21.88,No,No,Yes,Bank Withdrawal,84.45,1058.6,1343.04,Churned
4822-RVYBB,Male,75,0,Berkeley,8,40.45,Yes,No,Yes,Bank Withdrawal,100.6,819.4,1143,Churned
4822-YCXMX,Male,64,0,Fresno,25,8.31,Yes,Yes,Yes,Bank Withdrawal,84.8,2043.45,2251.2,Churned
4824-GUCBY,Female,77,0,San Francisco,22,23.43,No,No,Yes,Bank Withdrawal,81.7,1820.9,2306.48,Stayed
4825-FUREZ,Male,49,0,San Jose,42,45.75,,,,Bank Withdrawal,20.25,835.5,2757,Stayed
4825-XJGDM,Female,59,0,Mccloud,61,,No,No,Yes,Credit Card,43.7,2696.55,2696.55,Stayed
4826-DXMUP,Male,23,2,Mountain View,35,10.11,Yes,Yes,Yes,Credit Card,72.1,2495.15,2849,Stayed
4826-TZEVA,Female,50,0,O Neals,40,18.57,No,No,Yes,Credit Card,74.8,2971.7,3714.5,Stayed
4826-XTSOH,Male,66,0,Moss Landing,1,38.78,No,No,Yes,Bank Withdrawal,86.05,86.05,124.83,Churned
4827-DPADN,Female,28,3,Los Angeles,72,24.48,Yes,Yes,No,Bank Withdrawal,83.3,6042.7,7885.26,Stayed
4827-LTQRJ,Female,70,2,Shasta,66,44.38,Yes,No,Yes,Credit Card,110.6,7210.85,10139.93,Stayed
4827-USJHP,Male,45,0,Glendale,20,3.94,No,No,Yes,Credit Card,51.8,1023.85,1102.65,Stayed
4828-FAZPK,Female,30,2,Inglewood,16,49.85,No,No,Yes,Credit Card,79.95,1267.95,2065.55,Stayed
4829-AUOAX,Female,57,0,Los Angeles,46,6.18,Yes,Yes,No,Bank Withdrawal,96.05,4399.5,4763.78,Churned
4829-ZLJTK,Female,80,0,Penngrove,72,15.23,Yes,No,Yes,Bank Withdrawal,112.4,8046.85,9143.41,Stayed
4830-FAXFM,Male,62,2,Korbel,19,14.48,,,,Credit Card,24.1,439.2,714.32,Stayed
4831-EOBFE,Male,43,0,Mountain Ranch,29,40.49,Yes,Yes,Yes,Credit Card,94.65,2649.15,3823.36,Churned
4832-VRBMR,Male,65,0,Parker Dam,65,16.65,Yes,Yes,Yes,Bank Withdrawal,103.15,6792.45,7874.7,Stayed
4833-QTJNO,Male,66,0,Coulterville,67,44.9,No,No,Yes,Bank Withdrawal,83.85,5588.8,8597.1,Stayed
4835-YSJMR,Male,59,0,Ceres,39,3.93,No,No,Yes,Bank Withdrawal,49.8,1971.15,2124.42,Stayed
4836-WNFNO,Female,56,0,Los Angeles,72,39.98,,,,Credit Card,-7,1849.2,4727.76,Stayed
4837-PZTIC,Female,54,0,Torrance,47,,No,No,Yes,Credit Card,41.9,1875.25,1875.25,Stayed
4837-QUSFT,Female,35,0,Oakley,65,36.62,No,No,Yes,Bank Withdrawal,100.15,6643.5,9023.8,Stayed
4840-ORQXB,Female,67,0,Sierra Madre,56,27.64,Yes,No,Yes,Bank Withdrawal,104.75,5841.35,7352.67,Stayed
4844-JJWUY,Female,65,0,San Francisco,1,28.82,Yes,Yes,Yes,Bank Withdrawal,86,86,114.82,Churned
4846-WHAFZ,Female,80,1,Whittier,37,6.33,No,No,Yes,Bank Withdrawal,76.5,2868.15,3102.36,Churned
4847-QNOKA,Female,30,0,Modesto,1,41.78,No,No,Yes,Bank Withdrawal,44.9,44.9,86.68,Churned
4847-TAJYI,Female,77,0,Chula Vista,6,8.06,Yes,No,Yes,Bank Withdrawal,89.35,567.8,616.16,Stayed
4849-PYRLQ,Female,80,0,Fremont,56,37.3,Yes,No,Yes,Bank Withdrawal,73.25,4054.2,6125.84,Stayed
4851-BQDNX,Male,56,1,Oxnard,40,14.41,No,No,Yes,Bank Withdrawal,85.05,3355.65,3893.9,Stayed
4853-OITSN,Male,33,0,Oakland,5,15.74,Yes,Yes,Yes,Bank Withdrawal,89.15,413.25,491.95,Stayed
4853-RULSV,Male,25,0,Miramonte,70,12.19,Yes,Yes,Yes,Credit Card,104,7250.15,8103.45,Churned
4854-CIDCF,Female,74,0,Los Angeles,3,46.65,No,No,Yes,Bank Withdrawal,73.85,196.4,336.35,Joined
4854-SSLTN,Male,49,4,Torrance,2,42.55,No,No,Yes,Mailed Check,59.5,130.5,215.6,Joined
4855-SNKMY,Female,31,0,Los Angeles,1,4.41,No,No,Yes,Bank Withdrawal,44.1,44.1,48.51,Churned
4859-ZSRDZ,Female,58,0,Vacaville,58,,Yes,Yes,Yes,Credit Card,55.5,3166.9,3166.9,Stayed
4860-IJUDE,Male,34,0,Ripon,13,30.06,No,No,Yes,Credit Card,73.75,956.65,1347.43,Stayed
4860-YZGZM,Male,27,0,San Jose,10,39.39,,,,Bank Withdrawal,20,185.4,579.3,Stayed
4868-AADLV,Male,77,2,Durham,66,3.27,Yes,No,Yes,Bank Withdrawal,116.25,7862.25,8078.07,Stayed
4869-EPIUS,Male,37,0,San Rafael,56,46.18,Yes,Yes,Yes,Bank Withdrawal,80.9,4557.5,7143.58,Stayed
4871-JTKJF,Female,70,0,Selma,1,31.13,No,No,Yes,Bank Withdrawal,69.65,69.65,100.78,Churned
4872-JCVCA,Female,44,0,Desert Hot Springs,71,,No,No,Yes,Bank Withdrawal,47.6,3377.8,3377.8,Stayed
4872-VXRIL,Male,22,0,Lancaster,56,48.32,No,No,Yes,Bank Withdrawal,64.65,3665.55,6371.47,Stayed
4873-ILOLJ,Male,64,0,Sunol,24,32.49,Yes,Yes,Yes,Bank Withdrawal,90.35,2238.5,3018.26,Churned
4877-EVATK,Male,30,0,Elk,1,46.77,,,,Mailed Check,20,20,66.77,Churned
4877-TSOFF,Female,41,3,Morongo Valley,55,16.16,Yes,Yes,Yes,Bank Withdrawal,75.75,4264.25,5153.05,Stayed
4878-BUNFV,Male,59,1,Oakland,42,32.02,,,,Mailed Check,20.7,828.85,2173.69,Stayed
4879-GZLFH,Female,33,3,Buena Park,42,17.75,Yes,Yes,Yes,Bank Withdrawal,92.15,3875.4,4620.9,Stayed
4881-GQJTW,Male,64,0,Taylorsville,14,8.54,,,,Credit Card,19.6,300.4,419.96,Stayed
4881-JVQOD,Male,73,3,Oxnard,10,,Yes,No,Yes,Bank Withdrawal,34.55,362.6,362.6,Stayed
4883-KCPZJ,Female,30,3,Deer Park,22,25.98,,,,Credit Card,25.25,555.4,1126.96,Stayed
4883-QICIH,Male,37,0,Bodega Bay,32,5.99,No,No,Yes,Bank Withdrawal,69.75,2347.9,2519.91,Churned
4884-LEVMQ,Male,39,0,Valley Springs,39,36.39,,,,Bank Withdrawal,20.45,790,2209.21,Stayed
4884-TVUQF,Female,80,0,Occidental,57,36.89,Yes,Yes,Yes,Credit Card,101.3,5779.6,7882.33,Stayed
4884-ZTHVF,Female,80,0,Santa Cruz,8,39.01,No,No,Yes,Bank Withdrawal,87.1,713.6,1025.68,Stayed
4890-VMUAV,Male,46,0,Alpine,63,18.05,No,No,No,Bank Withdrawal,71.5,4576.3,5783.45,Stayed
4891-NLUBA,Female,46,3,Paynes Creek,61,,Yes,Yes,Yes,Bank Withdrawal,61.45,3751.15,3751.15,Stayed
4892-VLANZ,Male,40,0,Colusa,1,9.66,,,,Mailed Check,19.8,19.8,29.46,Churned
4893-GYUJU,Female,29,0,Oregon House,50,17.88,,,,Mailed Check,19.35,1033,1897.5,Stayed
4895-TMWIR,Male,79,0,San Diego,11,29.54,,,,Mailed Check,19.95,214.75,539.69,Churned
4896-CPRPF,Male,38,3,Valley Ford,35,13.67,,,,Bank Withdrawal,-9,809.25,1287.7,Stayed
4897-QSUYC,Female,42,0,Amboy,1,21.59,,,,Mailed Check,20.15,20.15,41.74,Churned
4900-MSOMT,Female,39,3,Carnelian Bay,72,49.12,No,No,Yes,Bank Withdrawal,80.2,5714.2,9250.84,Stayed
4902-OHLSK,Female,76,0,Half Moon Bay,29,20.98,Yes,No,Yes,Bank Withdrawal,98.65,2862.75,3471.17,Churned
4903-CNOZC,Male,25,0,La Canada Flintridge,29,28.83,Yes,Yes,Yes,Credit Card,70.9,1964.6,2800.67,Stayed
4903-UYAVB,Male,53,0,Lathrop,5,31.76,,,,Mailed Check,19.35,126.05,284.85,Churned
4905-JEFDW,Male,39,0,Palo Alto,11,,No,No,Yes,Bank Withdrawal,41.6,470.6,470.6,Churned
4906-ZHGPK,Male,49,0,Los Angeles,54,48.45,No,No,Yes,Bank Withdrawal,70.7,3770,6386.3,Stayed
4908-XAXAY,Female,70,0,Buttonwillow,49,47.72,Yes,No,Yes,Bank Withdrawal,89.85,4287.2,6625.48,Stayed
4909-JOUPP,Male,76,0,Tahoma,72,27.74,Yes,Yes,Yes,Credit Card,109.7,7898.45,9895.73,Stayed
4910-AQFFX,Male,30,0,Soulsbyville,9,31.67,No,No,No,Bank Withdrawal,79.35,661.25,956.28,Churned
4910-GMJOT,Female,56,0,San Francisco,1,1.17,Yes,Yes,Yes,Bank Withdrawal,94.6,94.6,95.77,Churned
4911-BANWH,Female,44,0,Sunland,31,33.38,No,No,Yes,Credit Card,86.55,2697.4,3732.18,Churned
4912-PIGUY,Female,44,0,Perris,1,7.34,No,No,No,Bank Withdrawal,84.6,84.6,91.94,Joined
4913-EHYUI,Male,80,0,Alpaugh,56,48.8,Yes,No,Yes,Bank Withdrawal,104.55,5794.65,8527.45,Churned
4915-BFSXL,Male,49,1,Mount Hermon,70,22.67,No,No,Yes,Credit Card,68.95,4858.7,6445.6,Stayed
4918-FYJNT,Female,68,0,Los Angeles,55,22.74,No,No,Yes,Bank Withdrawal,90.45,5044.8,6283.02,Stayed
4918-QLLIW,Male,23,0,Santa Monica,3,47.68,No,Yes,Yes,Credit Card,53.4,188.7,331.74,Churned
4919-IKATY,Male,64,0,San Diego,5,36.88,No,No,Yes,Bank Withdrawal,84.5,453.75,638.15,Churned
4919-MOAVT,Male,53,0,Pasadena,3,39.38,No,No,Yes,Bank Withdrawal,69.65,220.1,338.24,Churned
4922-CVPDX,Female,23,0,Westminster,26,34.12,Yes,Yes,No,Credit Card,73.5,1905.7,2845.79,Stayed
4923-ADWXJ,Female,33,0,Igo,25,1.22,Yes,Yes,Yes,Bank Withdrawal,65.8,1679.65,1680.86,Stayed
4925-LMHOK,Male,29,0,Stockton,15,14.79,No,No,Yes,Credit Card,58.6,939.7,1161.55,Churned
4926-UMJZD,Female,51,0,Mt Baldy,31,1.2,No,No,No,Credit Card,49.2,1498.55,1635.75,Stayed
4927-WWOOZ,Male,39,0,Pacific Grove,2,49.41,No,No,No,Bank Withdrawal,91.45,171.45,280.27,Joined
4929-BSTRX,Female,61,0,Oxnard,1,1.59,No,No,Yes,Credit Card,53.55,53.55,55.14,Churned
4929-ROART,Male,47,0,Ukiah,18,33.8,No,No,No,Credit Card,56.25,969.85,1608.25,Stayed
4929-XIHVW,Male,79,0,Los Angeles,2,33.1,Yes,No,No,Credit Card,95.5,181.65,257.85,Joined
4931-TRZWN,Female,54,0,Hornbrook,13,10.66,Yes,Yes,Yes,Bank Withdrawal,71.95,923.85,1051.96,Stayed
4933-BSAIP,Female,39,0,Northridge,40,31.37,,,,Credit Card,19.1,780.1,1989.3,Stayed
4933-IKULF,Female,71,0,Pinon Hills,17,24.15,,,,Mailed Check,20.65,330.6,741.15,Stayed
4936-YPJNK,Female,56,0,Rosamond,10,23.84,,,,Credit Card,19.9,199.45,437.85,Stayed
